"id","nama_produk","brand_produk","harga_retail","link_gambar","harga_original","diskon"
60,"Adidas Handball Spezial Clear Pink Arctic Night (Women's)","Adidas",1250000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzczNjc4LzYzMjA0NWUxOGVkZGVkZjkzZWU5ZjY5NjIyZGYyNjc3LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1815000.0,31.13
61,"Puma Speedcat Ballet Black Pink (Women's)","Puma",2000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NjI1NC81MzMwYWQxNzQ4OWFkYzI3Y2M4MDgwOWVjY2RmYjJhNC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
62,"Air Jordan 1 Retro Low OG SP Travis Scott Olive (Women's)","Air Jordan",9000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU3MzQxLzg2NDk4YzQ4ZGViNmM0NmI5NzFlOWUzYmJmOTc0ZjYyLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
63,"New Balance Fuel Cell Rebel V5 Angora Earth Shadow (Women's)","New Balance",1520000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNTkzOS9kMjQwZWQ1ODM0NzEyZGU1Yjg5MjE1NDdkYzIxMWEzMC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2310000.0,34.2
64,"Puma Speedcat Ballet Black White (Women's)","Puma",1410000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTE4NS81N2YyMzUxZTAyODNmZDkzNGM1NzMzMDJmNzYwNTNkMy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
65,"Nike Air Force 1 Low '07 Essential White Black Paisley (Women's)","Nike",1090000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI5MzQ1LzQzNmZkY2MxNTYxYjBmNmI3MGUyMjRlNjY2YjQ2ODQ0LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1650000.0,33.94
66,"Puma Speedcat Ballet Black (Women's)","Puma",1500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NTkxMi9jNmMxNmIxYjg3ZWU2YjJhMWViZjlmZmM3MWNiMGJjOC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
67,"Nike P-6000 Sail Picante Red (Women's)","Nike",800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNTc3MC81YjE0MjU4NzM1ZDU1ODZmYzljYTIwOGU3NzgwOWNjYi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
68,"Nike Dunk Low SE Noble Green (Women's)","Nike",1170000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzQxODA0LzRhZTc5YTRjMjY0YWM4NTk3Zjk0ZmM3N2ZhNDJmZjFlLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1549000.0,24.47
69,"Nike Air Zoom Vomero 5 Platinum Light Orewood Brown (Women's)","Nike",1450000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNzc5Ny81NzA4OTAxNmYwYzIxYTBjMWUzNWJlMDQyZjI0OTJmMi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
70,"Nike Cortez Sail Cacao Wow (Women's)","Nike",1200000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc1NDMyL2RkMzc1NDFlZDY2Yjg1N2I0ZDI1NTA4YmUzNGM0OGVhLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1485000.0,19.19
71,"Puma Speedcat Ballet Cow Print Chocolate Brown (Women's)","Puma",1500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NjU5NC81MTBkZTlmYjJiYmMyNGIyMDM4MTU2NGY2MjI4YjZlZC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
72,"ASICS Gel-Kayano 14 Cloud Grey (Women's)","ASICS",1950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc5MjIyLzg5OWM1ZGNiZDIyMDA3OWI1OWQxMmUyYTBhYTZkYTA1LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2475000.0,21.21
73,"Nike Air Max 95 OG Big Bubble Pink Foam (Women's)","Nike",3070000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyODkyMS9jOTY1YzIxMjk5YTM2MDVhNThlMTRhZDZlMzI3MWUxMy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
74,"Adidas Handball Spezial Loafer Aurora Coffee (Women's)","Adidas",3100000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NDQ0My9iMTY0N2FhZjkyZWZkNzMxY2UzZjY5YWM5NWFlZGE0OS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
75,"Nike Dunk Low SE Australia (Women's)","Nike",800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY0MTE2LzgxNDNlNGE2NDA5ZjFkOTdhNjhiNTJkNDU3Y2UxNjkxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1549000.0,48.35
76,"Converse Chuck Taylor All-Star 70's Black Gold Egret (Women's)","Converse",600000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzQwNTczL2MwYWNhZjJlNTczYmQ5Nzc1ZGIyY2NkNDUzYTIwOGRkLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
77,"Puma Speedcat Ballet Red White (Women's)","Puma",2060000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NjI1NS85MGM3YTVkYzE1ZDU5OWExMmM2MzNmNWVmMTc5YjdjNS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
78,"Adidas Samba Jane White Blue Gum (Women's)","Adidas",1300000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0MzM4NC82ZjMwMmFiMjBiYzE3YTcwMzBkZTE3MDU5N2ZlZDhiMC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1980000.0,34.34
79,"Nike Dunk Low White Black Panda (Women's)","Nike",950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE3MDI4LzcwMmQyZjNkMzlmYmM2YzNiYTc3YmFiYjZlMjZhNzdkLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1815000.0,47.66
80,"Air Jordan 1 Low SE Homage White Black (Women's)","Air Jordan",850000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM1NzMwL2ExZWIxODk3OWEwODk1ZmRhNDFmODc2NDY4NmVjMmM2LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2145000.0,60.37
81,"Adidas Samba OG Black Wonder White (Women's)","Adidas",1200000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk2MTcxL2Q2YjI3ZjZlZDE1Mzk5Nzc0ODkzMzc1ZDg2NGVkMGJkLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1650000.0,27.27
82,"Adidas Gazelle Indoor Sandy Pink Gum (Women's)","Adidas",1670000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNDEwMy8xMGM2YmQxZmM2YjdmMmM2YjI1N2U4ZjQ2YzMzZTdkZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
83,"Puma Speedcat Ballet Wild Chocolate Warm White (Women's)","Puma",1580000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NjU5My9jNGM2MmYxMjgwYmIyNDk5M2FlOGQyOTliMWE4OGY4Ni5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
84,"Nike V2K Run Summit White Metallic Silver (Women's)","Nike",1380000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc0MzE5L2U2NjdjZmE1MzE3YTM2YmRmMTRhMjkxMzE3OGRmOTMzLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1815000.0,23.97
85,"Nike Dunk High Aluminum (Women's)","Nike",500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI1NjQ5LzU2ODRjYjc4ODNjYTU1MDY3MjhiMWFiNjA3ZDk5YzQzLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1815000.0,72.45
86,"Nike Air Zoom Vomero 5 Photon Dust Black (Women's)","Nike",1050000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwOTkxMC85N2UyMTgwZmY4NjliNTVlZmFjZjRiZmIzZTlhYTAwOC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
87,"Adidas Samba OG Cloud White Wonder Quartz (Women's)","Adidas",2460000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwODY0OS85ZGI4NGU4ZjU3ZGM4YjU4YWFhZjcwMTNjZDU2OWQ4Yy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
88,"Onitsuka Tiger Mexico 66 TGRS Crystal Pink Graphite Grey (Women's)","Onitsuka Tiger",3500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTE4Mi8zNGFmZjllNjcyYmI4ZmU4OWM5MmFmZWUxZDRhZDY3Yy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
89,"Adidas Samba Jane Cream (Women's)","Adidas",1680000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNzIxNC9mOTVhYmRiMzNiYmUyYjA2ZGUzNjgyMDA0Njc1NWY1Ni5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
90,"Adidas Gazelle Indoor Bliss Pink Purple (Women's)","Adidas",1050000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzczNjUzLzJlZjljZTdmNDc5NDc5YTYxYTRiY2EwYTUxY2M3NzFhLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1980000.0,46.97
91,"Onitsuka Tiger Mexico 66 TGRS Silver Cream (Women's)","Onitsuka Tiger",2990000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTE4NC80NWJmODljNTU0NDAyODE2ODQxODZiNjVmYzJlOGRkMS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
92,"Puma Speedcat Ballet Leather White Black (Women's)","Puma",1200000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNzI4MC80OTJlNmEyMjQ2MTRmNDhjYzQzM2RmODM4NDZhMmQxNS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1299000.0,7.62
93,"Puma Speedcat Leather Rosé White (Women's)","Puma",4590000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0MjAyNy85Y2EzOTRkNDFmMTVlYTRiYzVjYzE5ZDliY2Q1M2VlZC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
94,"Nike Court Lite 2 Light Bone Lobster (Women's)","Nike",360000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzg3MzgwLzE1YjAwZDc2NjBkYjk2NDliYjlkY2NiMmRjYmNmYWNjLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
95,"Air Jordan 1 Retro High Tie Dye (Women's)","Air Jordan",750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzg3ODMvZWRlYmE4ZjY4YmFlZjZlZTg3YmVhMzUxNjI1YzA5N2IucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0MDB9fX0=",4207500.0,82.17
96,"Puma Speedcat Lovelace Ballet Dark Crimson (Women's)","Puma",1700000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NTkxMy9lMzY4OTVmNzI1ODc0Y2Q0ZTk0NGVhODVlMmZiN2JlMy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
97,"ON Running Cloud 6 All White (Women's)","ON Running",2250000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMzUxNi9mZGQwOTE5YmQzZTgwNGM1OGNjOTU4YTVmNmVjODA1YS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2475000.0,9.09
98,"Loewe x ON Running Cloudtilt Sneaker Pale Pink (Women's)","ON Running",11000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMTI5Ni8zNWYwYzc0MWJlMmVhMzJkYjAwOTE3NDI2ODFmZmVjMy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
99,"Adidas Adizero EVO SL EXO White Black Silver (Women's)","Adidas",3800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NDYyNC9jOGRjNjk0ZmZlNDRlNWFjMWY0NWNjYTI4MzgzOWI2Ni5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
100,"Puma Speedcat Ballet Suede Tan Warm White (Women's)","Puma",1380000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0Mjk3Mi8zODc3NzMzOTExMjQ0MzNmNmRmMDgxMjk2YjgwOWE0YS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
101,"Adidas Ultra Boost 20 Triple Black (Women's)","Adidas",750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI1OTU3LzZjMGFmYzBhMzAwOTlkM2M1N2MyYzkwNWEzNDcwZGRjLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2970000.0,74.75
102,"Puma Speedcat Go Black White (Women's)","Puma",1240000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNjk3MC9mYzAzMmVhMDY2YTEwODVmMmUyZjkzZDEwMzA5YmFhYi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1485000.0,16.5
103,"Nike Dunk Low Next Nature Phantom (Women's)","Nike",500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM4Njc0L2NkMzJmNmI3MDYzYzA4YTZhZGUzNWY2Y2JkZWI0NDM1LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1549000.0,67.72
104,"Puma Speedcat atmos Pink Denim Lover (Women's)","Puma",2550000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MjkwNy9lMWUxZGU2YmRkNTJiMjMxYmEyOWUwNzlmZGY0YmUxYS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
105,"Adidas Tokyo MJ Sandy Pink Earth Strata (Women's)","Adidas",3000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NDc4OC82MWU3NjJiM2Y1MmVhNDY0NTg2MjVhMzEyYTU1NDQwNi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
106,"Nike V2K Run Pure Platinum Wolf Grey (Women's)","Nike",1820000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzg2OTEzLzUzYTg5NjVkNWQ0MGQyOWNmNDMxY2UyYWRhNDg2NWFlLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
107,"Nike Dunk Low Pearl White (Women's)","Nike",800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI2OTM1L2Q5NWU1YWYyZDc5ODk5MTQ0NDI0NDgzODM5NzZkYjNhLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1549000.0,48.35
108,"Adidas Samba OG Collegiate Green (Women's)","Adidas",1350000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwMzg5NC83YjU4MjcxYmEwMTI1NWE3MzgwZjRhMWI0Njk2YjhhZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
109,"Nike Shox TL Black Max Orange (Women's)","Nike",2530000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY2MTcwLzgxNWU2ZDI2NDYzMmIwNDNiMzJlNDgxNjc2N2I2ZjY0LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2805000.0,9.8
110,"Nike Zoom Vomero 5 Photon Dust Metallic Silver (Women's)","Nike",3100000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzQzNzQwL2ZmNDU0YjExOTRkYjQxNjA3MmFlNTkxZGY5NjAwMjBjLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
111,"Nike Calm Slide Black (Women's)","Nike",400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzYyOTMzL2ZiZWUyZWRhMmExOGEwZjVlOTFmYTRjMTQ2YTVhNTkzLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",690000.0,42.03
112,"Puma Speedcat OG Black White (Women's)","Puma",1020000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMDI2Ny8wYzBlZWQ5MzRiYmM2NGYxZjFlNGQ3N2FkNDIwYmViOC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
113,"Nike Air Rift Lilac Bloom Violet Mist Hydrangeas (Women's)","Nike",790000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTY1Mi9kMTlkNDA1ZmQyYmQ0Mjg1MTEyMTQwODIwYTljNzk4NC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1815000.0,56.47
114,"Adidas Handball Spezial Wonder White Black (Women's)","Adidas",1770000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc4NzUwLzk0NTFmOGE1ZjMzZmY1YzA1NmY4Y2Q2YzRjZWIwZjhhLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1815000.0,2.48
115,"Adidas Gazelle Indoor Black Floral Embroidery (Women's)","Adidas",820000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMDM3Mi83Y2QwODc1NDU4MTExOTdmZjkxZWJiNzVmM2FjNDZhZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
116,"adidas Samba LT Aurora Ink Cream White (Women's)","Adidas",1100000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNjU2MS9kOGY5YTg3MDg1OGIyODU0M2ZhMGEwZDBiMzk0Yzk3OS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1650000.0,33.33
117,"New Balance 574 Nimbus Cloud White (Women's)","New Balance",750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM4MDU0LzI4ZGRiODk2ZjE4ZGUzYmMxYTE0MmYyMTRlM2I5MzI1LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1815000.0,58.68
118,"New Balance 327 Moonbeam Black Gum (Women's)","New Balance",1000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNTUyNy8yZTU5NTMyYzczNmJlY2UzNmU3ZDM1NDUyY2RkMzFjZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
119,"Nike Air Rift Triple Black (Women's)","Nike",1500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNDE1Mi83M2Y5YTllYWNkNzljY2Y4OGY2OTlkMjk5ZTM0NDlmZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1980000.0,24.24
120,"Nike Air Zoom Alphafly Next% 3 Bright Crimson Lime Blast (Women's)","Nike",1750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNTAyNy9kOWQ1NjQ5OGQ0ZjBhMmE5Y2MyYmQxYTQ2ZWQ5N2U0Zi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
